i#	Name	Team	GS	G	IP	W	L	QS	SV	HLD	H	ER	HR	SO	BB	WHIP	K/9	BB/9	ERA	FIP	WAR	RA9-WAR	ADP
1203	Brian Metoyer	NYM	0	33	36.0	1	1		0	0	31	18	4	40	19	1.39	10.00	4.75	4.50	4.36	0.0	-0.1	999.0
1204	Aaron Davenport	CLE	21	24	112.1	5	7		0	0	116	62	18	85	51	1.49	6.81	4.09	4.97	5.25	0.0	0.1	999.0
1205	Tim Naughton	DET	0	27	38.0	2	3		0	0	38	20	5	35	17	1.45	8.29	4.03	4.74	4.42	0.0	-0.2	999.0
1206	Josh Simpson	MIA	1	49	54.0	4	4		0	1	49	27	6	55	29	1.44	9.17	4.83	4.50	4.38	0.0	0.0	999.0
1207	Mason Green	COL	11	30	74.2	4	6		0	0	83	45	11	55	40	1.65	6.63	4.82	5.42	5.34	0.0	0.2	999.0
1208	Hyun-il Choi		17	24	95.0	5	8		0	0	105	57	16	60	27	1.39	5.68	2.56	5.40	5.26	0.0	-0.3	999.0
1209	Lane Ramsey		0	26	28.2	2	2		0	0	28	14	4	28	14	1.46	8.78	4.39	4.39	4.56	0.0	0.0	999.0
1210	Jake McSteen		2	26	40.0	2	3		0	0	44	20	6	30	13	1.43	6.75	2.93	4.50	4.56	0.0	0.0	999.0
1211	Jacob Watters	TBR	10	13	48.1	3	5		0	0	50	30	7	36	26	1.57	6.71	4.84	5.59	5.39	0.0	-0.2	999.0
1212	Nick Merkel	MIL	1	28	49.2	3	3		0	0	47	25	7	45	20	1.35	8.15	3.62	4.53	4.54	0.0	0.0	999.0
1213	Yohan Ramírez	PIT	0	46	57.2	3	4		0	10	51	28	6	61	25	1.32	9.51	3.90	4.37	4.30	0.0	0.1	999.0
1214	Nic Swanson	HOU	15	19	69.1	3	5		0	0	72	39	11	53	34	1.53	6.88	4.42	5.06	5.27	0.0	0.0	999.0
1215	José Ruiz		1	46	48.2	2	2		0	0	48	26	7	45	19	1.38	8.32	3.51	4.80	4.45	0.0	-0.3	999.0
1216	Cesar Gomez		7	27	59.1	3	4		0	0	64	31	9	40	22	1.45	6.07	3.34	4.70	4.97	0.0	0.0	999.0
1217	Wander Suero	ATH	0	45	46.0	3	2		0	0	45	23	7	44	18	1.37	8.61	3.52	4.50	4.64	0.0	-0.1	999.0
1218	Vinny Nittoli	BOS	1	32	36.2	1	1		0	1	37	19	5	31	13	1.36	7.60	3.19	4.66	4.52	0.0	-0.2	999.0
1219	Brad Deppermann	SFG	0	32	34.2	2	2		0	0	37	17	4	25	11	1.38	6.48	2.85	4.41	4.23	0.0	0.0	999.0
1220	Jack Dashwood		2	39	51.0	2	4		0	0	53	28	8	44	19	1.41	7.76	3.35	4.94	4.68	0.0	-0.2	999.0
1221	Sam Carlson	HOU	1	39	55.1	3	3		0	0	50	26	7	57	26	1.37	9.28	4.23	4.23	4.51	0.0	0.1	999.0
1222	Trevor Gott	WSN	0	34	31.2	2	3		0	1	33	16	4	25	11	1.39	7.10	3.12	4.54	4.43	0.0	0.0	999.0
1223	Ryan Brady	KCR	1	27	47.0	2	4		0	0	50	25	6	34	16	1.40	6.51	3.06	4.79	4.56	0.0	-0.1	999.0
1224	Charlie Beilenson	SEA	0	38	54.0	3	4		0	0	51	25	7	49	20	1.31	8.17	3.33	4.17	4.23	0.0	-0.1	999.0
1225	Luke Fox	LAD	18	19	79.1	3	4		0	0	79	51	14	67	42	1.53	7.60	4.77	5.79	5.48	0.0	-0.5	999.0
1226	Luis Frías		1	35	41.1	2	1		0	0	41	21	5	39	21	1.50	8.50	4.58	4.58	4.49	0.0	-0.2	999.0
1227	CD Pelham	ATH	0	35	32.1	2	4		0	0	32	17	4	29	15	1.46	8.08	4.18	4.74	4.53	0.0	-0.1	999.0
1228	Noah Murdock	PIT	2	30	46.1	1	3		0	0	46	25	5	41	26	1.56	7.97	5.05	4.86	4.78	0.0	-0.1	999.0
1229	Zach Maxwell	CIN	0	56	56.2	2	3		0	4	51	30	8	60	31	1.45	9.52	4.92	4.76	4.55	0.0	-0.1	999.0
1230	Matt Jachec	CLE	0	29	45.2	3	2		0	0	47	21	6	36	16	1.38	7.09	3.15	4.14	4.38	0.0	0.0	999.0
1231	Keone Kela		0	20	21.0	1	2		0	0	20	11	3	22	12	1.52	9.43	5.14	4.71	4.61	0.0	-0.1	999.0
1232	Chad Kuhl		11	22	67.2	3	3		0	0	71	38	10	57	33	1.54	7.58	4.39	5.05	5.06	0.0	0.1	999.0
1233	Will Klein	LAD	0	48	56.1	3	4		0	8	50	30	6	59	35	1.51	9.43	5.60	4.80	4.45	0.0	-0.2	999.0
1234	Carson Hobbs	LAD	0	40	44.1	5	5		0	0	42	23	6	42	21	1.42	8.53	4.27	4.67	4.56	0.0	-0.2	999.0
1235	Héctor Neris	KCR	0	46	40.0	3	5		0	1	36	20	6	42	20	1.40	9.45	4.50	4.50	4.64	0.0	-0.1	999.0
1236	Tyler Davis	CHW	0	36	46.1	3	5		0	0	45	25	6	43	24	1.49	8.36	4.67	4.86	4.58	0.0	-0.3	999.0
1237	Josh Fleming	TOR	4	38	74.1	4	5		0	1	84	37	8	37	22	1.43	4.48	2.66	4.48	4.55	0.0	-0.2	999.0
1238	Mason Erla	LAA	6	18	45.1	2	4		0	0	51	26	7	28	17	1.50	5.56	3.38	5.17	5.17	0.0	-0.1	999.0
1239	Jake Miller	CLE	3	35	52.1	4	4		0	0	55	26	7	37	19	1.41	6.37	3.27	4.47	4.66	0.0	0.0	999.0
1240	Andrew Walters	CLE	1	45	43.1	2	2		0	1	35	20	6	51	23	1.34	10.60	4.78	4.16	4.38	0.0	0.0	999.0
1241	Anthony Misiewicz	CIN	0	37	38.1	2	2		0	0	39	21	6	34	14	1.38	7.99	3.29	4.93	4.57	0.0	-0.2	999.0
1242	Michael Arias	NYY	6	29	46.1	3	3		0	0	43	27	6	44	29	1.56	8.55	5.64	5.25	5.06	0.0	-0.3	999.0
1243	Jarret Whorff	MIN	1	36	66.1	4	6		0	0	68	34	9	55	25	1.40	7.47	3.39	4.62	4.55	0.0	-0.2	999.0
1244	Ryan Jensen	CHC	4	29	43.2	3	4		0	0	38	23	5	44	28	1.51	9.06	5.77	4.74	4.74	0.0	0.0	999.0
1245	Austin Cox	ATL	7	36	71.0	3	3		0	0	73	38	10	56	28	1.42	7.10	3.55	4.82	4.70	0.0	0.1	999.0
1246	Alec Gamboa	BOS	5	20	53.2	3	5		0	0	58	30	6	33	28	1.60	5.53	4.69	5.03	5.03	0.0	0.0	999.0
1247	Anthony Gose		0	34	36.0	3	3		0	0	34	16	5	39	17	1.42	9.75	4.25	4.00	4.27	0.0	0.2	999.0
1248	Cruz Noriega		4	24	49.2	2	4		0	0	53	28	7	35	20	1.47	6.34	3.62	5.07	4.89	0.0	-0.1	999.0
1249	Trace Bright	BAL	17	22	81.1	4	6		0	0	83	48	12	66	45	1.57	7.31	4.98	5.31	5.28	0.0	-0.3	999.0
1250	Simon Miller	CIN	0	40	48.1	3	5		0	0	47	28	7	43	21	1.41	8.01	3.91	5.22	4.67	0.0	-0.3	999.0
1251	Wikelman González	CHW	16	18	67.1	2	5		0	4	66	40	11	64	41	1.59	8.56	5.48	5.35	5.41	0.0	-0.2	999.0
1252	Garrett Schoenle	CHW	5	37	63.2	3	6		0	0	65	35	10	51	27	1.44	7.21	3.81	4.95	4.99	0.0	-0.2	999.0
1253	Diego Barrera	ATH	1	37	51.0	3	3		0	0	53	26	7	37	18	1.39	6.53	3.18	4.59	4.64	0.0	0.0	999.0
1254	Richard Guasch	BAL	1	26	40.0	3	4		0	0	38	21	5	38	19	1.43	8.55	4.28	4.73	4.59	0.0	-0.2	999.0
1255	Jared Karros	LAD	13	13	55.2	2	4		0	0	63	36	11	35	19	1.47	5.66	3.07	5.82	5.52	0.0	-0.4	999.0
1256	Chris Kachmar		18	21	89.0	4	6		0	0	90	51	15	74	41	1.47	7.48	4.15	5.16	5.21	0.0	0.0	999.0
1257	Brooks Kriske	ATH	0	36	44.0	2	2		0	0	40	23	7	50	22	1.41	10.23	4.50	4.70	4.57	0.0	-0.2	999.0
1258	Tyson Neighbors	BAL	0	43	51.0	2	3		0	0	46	26	7	50	20	1.29	8.82	3.53	4.59	4.43	0.0	-0.2	999.0
1259	Matt Foster		0	31	33.2	2	1		0	0	33	15	5	31	11	1.31	8.28	2.94	4.01	4.29	0.0	0.2	999.0
1260	Ty Adcock	SDP	1	32	35.1	2	2		0	1	34	17	5	32	14	1.36	8.16	3.57	4.33	4.44	0.0	0.0	999.0
1261	Nick Burdi	NYM	0	33	36.0	2	1		0	1	31	18	4	39	19	1.39	9.75	4.75	4.50	4.33	0.0	-0.1	999.0
1262	Sean Hunley	TBR	7	26	66.0	3	5		0	0	72	37	10	38	20	1.39	5.18	2.73	5.05	5.14	0.0	-0.1	999.0
1263	A.J. Causey	ATH	0	46	64.1	7	8		0	0	62	32	8	52	24	1.34	7.28	3.36	4.48	4.44	0.0	-0.1	999.0
1264	Daniel Robert	PHI	0	37	40.1	1	2		0	0	39	21	6	40	19	1.44	8.93	4.24	4.69	4.65	0.0	-0.1	999.0
1265	Tanner Rainey	DET	1	42	41.2	1	1		0	1	38	21	6	43	21	1.41	9.28	4.53	4.53	4.60	0.0	-0.1	999.0
1266	Camden Minacci	LAA	0	45	56.0	3	3		0	0	59	30	7	44	23	1.46	7.07	3.70	4.82	4.53	0.0	-0.3	999.0
1267	Scott McGough		1	39	48.1	2	3		0	0	50	28	8	44	21	1.47	8.20	3.91	5.22	4.83	0.0	-0.4	999.0
1268	Eli Morgan	KCR	0	37	44.0	2	2		0	1	41	21	6	38	15	1.27	7.77	3.07	4.30	4.27	0.0	0.0	999.0
1269	Corbin Martin	CHC	4	36	55.2	3	4		0	1	52	29	7	51	29	1.45	8.24	4.69	4.69	4.61	0.0	0.0	999.0
1270	Tommy McCollum	TBR	0	44	47.2	2	2		0	0	47	24	6	41	20	1.40	7.74	3.77	4.53	4.56	0.0	-0.1	999.0
1271	Tristan Garnett	PHI	0	29	34.1	2	1		0	0	33	18	5	35	17	1.46	9.18	4.46	4.72	4.56	0.0	-0.1	999.0
1272	Bailey Horn	DET	4	41	52.2	3	4		0	1	51	27	7	48	27	1.48	8.20	4.61	4.61	4.69	0.0	0.0	999.0
1273	Cody Bolton	HOU	4	29	43.2	2	2		0	0	43	22	6	38	20	1.44	7.83	4.12	4.53	4.76	0.0	0.0	999.0
1274	Austin Kitchen	SEA	1	41	59.2	3	3		0	1	64	29	7	39	17	1.36	5.88	2.56	4.37	4.36	0.0	-0.2	999.0
1275	Enmanuel Pinales	SDP	17	20	88.0	5	7		0	0	94	52	15	65	38	1.50	6.65	3.89	5.32	5.27	0.0	-0.3	999.0
1276	Luis Curvelo	TEX	0	47	55.1	3	3		0	1	52	30	8	49	23	1.36	7.97	3.74	4.88	4.71	0.0	-0.4	999.0
1277	Douglas Orellana	NYM	6	32	52.1	2	3		0	0	50	28	8	51	28	1.49	8.78	4.82	4.82	4.89	0.0	-0.1	999.0
1278	Chris Stratton		0	35	41.0	2	2		0	0	42	24	6	36	17	1.44	7.90	3.73	5.27	4.60	0.0	-0.4	999.0
1279	Oscar Rayo	KCR	4	29	73.2	2	4		0	0	78	40	10	47	25	1.40	5.74	3.05	4.88	4.84	0.0	-0.1	999.0
1280	Luis Vargas	ATL	11	20	68.2	3	4		0	0	72	39	11	56	31	1.50	7.34	4.06	5.11	5.11	0.0	0.0	999.0
1281	Edgar Sanchez	ATH	6	23	46.0	2	2		0	0	46	26	6	36	24	1.52	7.04	4.70	5.09	5.16	0.0	-0.1	999.0
1282	Jose E. Hernandez		1	30	34.1	2	3		0	0	32	19	5	33	18	1.46	8.66	4.72	4.99	4.77	0.0	-0.3	999.0
1283	Hunter Bigge	TBR	0	32	35.2	1	2		0	4	33	17	5	36	18	1.43	9.08	4.54	4.29	4.54	0.0	0.1	999.0
1284	Yondrei Rojas	TOR	0	36	41.2	2	3		0	0	39	20	6	39	16	1.32	8.42	3.45	4.32	4.57	0.0	-0.1	999.0
1285	Gerson Garabito	MIL	9	17	47.2	3	3		0	0	48	27	8	40	18	1.38	7.55	3.40	5.09	5.15	0.0	0.0	999.0
1286	Leon Hunter Jr.		1	31	33.2	2	2		0	0	32	16	5	33	15	1.39	8.81	4.01	4.27	4.44	0.0	0.0	999.0
1287	Michael Tonkin	MIN	0	37	52.1	3	2		0	0	51	26	7	47	18	1.32	8.09	3.10	4.47	4.45	0.0	-0.1	999.0
1288	Devin Smeltzer		13	21	73.2	4	5		0	0	80	43	12	45	27	1.45	5.50	3.30	5.25	5.29	0.0	-0.1	999.0
1289	Cole Percival	MIN	6	27	54.0	3	4		0	0	55	31	7	40	28	1.54	6.67	4.67	5.17	5.12	0.0	-0.3	999.0
1290	Joseph Montalvo	DET	14	16	61.1	3	4		0	0	66	36	11	43	24	1.47	6.31	3.52	5.29	5.39	0.0	-0.1	999.0
1291	Jesús Liranzo		0	38	45.1	3	3		0	0	42	23	6	43	19	1.35	8.54	3.77	4.57	4.48	0.0	-0.1	999.0
1292	Tyler Bryant	MIL	0	27	31.0	2	1		0	0	28	16	4	30	16	1.42	8.71	4.65	4.65	4.52	0.0	-0.1	999.0
1293	Davis Sharpe	CLE	3	38	62.0	4	4		0	0	64	31	9	48	20	1.35	6.97	2.90	4.50	4.68	0.0	-0.1	999.0
1294	Cam Sanders	PIT	2	41	54.0	2	4		0	1	50	29	6	52	34	1.56	8.67	5.67	4.83	4.82	0.0	-0.1	999.0
1295	Joel Hurtado	LAA	18	19	89.2	4	8		0	0	101	55	14	54	38	1.55	5.42	3.81	5.52	5.47	0.0	-0.3	999.0
1296	Jacob Barnes		0	34	36.2	2	3		0	0	39	20	5	26	15	1.47	6.38	3.68	4.90	4.80	0.0	-0.3	999.0
1297	Carson Skipper	COL	0	42	57.2	3	4		0	0	62	32	9	46	20	1.42	7.18	3.12	4.99	4.71	0.0	0.0	999.0
1298	Jefry Yan	NYM	1	29	36.0	2	3		0	0	31	19	4	40	23	1.50	10.00	5.75	4.75	4.61	0.0	-0.2	999.0
1299	Hagen Danner	CIN	0	47	49.1	3	5		0	0	52	28	8	40	16	1.38	7.30	2.92	5.11	4.72	0.0	-0.3	999.0
1300	J.B. Wendelken		1	23	26.0	2	2		0	0	25	14	3	22	13	1.46	7.62	4.50	4.85	4.67	0.0	-0.1	999.0
1301	Alec Baker	ARI	11	26	75.2	3	3		0	0	84	40	11	47	26	1.45	5.59	3.09	4.76	4.97	-0.1	0.3	999.0
1302	Antoine Kelly	LAD	5	33	52.1	3	3		0	0	49	30	7	48	29	1.49	8.26	4.99	5.16	5.05	-0.1	-0.2	999.0
1303	Penn Murfee		1	35	37.0	1	3		0	0	36	21	5	31	17	1.43	7.54	4.14	5.11	4.76	-0.1	-0.3	999.0
1304	Garrett Hill		10	24	60.2	3	3		0	0	58	32	8	52	31	1.47	7.71	4.60	4.74	4.96	-0.1	-0.1	999.0
1305	Reidis Sena	BOS	2	26	41.1	3	4		0	0	40	23	5	37	25	1.57	8.06	5.45	5.01	4.81	-0.1	-0.2	999.0
1306	T.J. McFarland		0	40	33.2	1	2		0	0	37	17	4	22	11	1.42	5.88	2.94	4.54	4.53	-0.1	0.0	999.0
1307	Christian Roa	HOU	7	36	67.2	5	6		0	0	62	33	9	65	37	1.46	8.64	4.92	4.39	4.85	-0.1	0.2	999.0
1308	Chris Rodriguez	CHW	6	21	39.0	1	3		0	0	41	24	5	28	21	1.59	6.46	4.85	5.54	5.29	-0.1	-0.3	999.0
1309	Christian Montes De Oca	ARI	0	34	45.0	3	2		0	0	45	21	5	35	15	1.33	7.00	3.00	4.20	4.22	-0.1	0.1	999.0
1310	Matt Cronin		0	30	33.0	1	2		0	0	31	15	4	30	16	1.42	8.18	4.36	4.09	4.35	-0.1	0.0	999.0
1311	Justin Anderson		0	38	39.2	2	4		0	0	39	22	5	38	20	1.49	8.61	4.53	4.99	4.67	-0.1	-0.4	999.0
1312	Kelly Austin	NYY	0	43	44.2	3	2		0	0	45	23	6	33	17	1.39	6.64	3.42	4.63	4.61	-0.1	-0.2	999.0
1313	Hobie Harris	BOS	1	33	39.2	2	3		0	1	42	21	5	32	20	1.56	7.25	4.53	4.76	4.67	-0.1	-0.1	999.0
1314	Skylar Hales	STL	0	46	49.2	4	5		0	0	49	25	6	41	18	1.35	7.42	3.26	4.53	4.38	-0.1	-0.1	999.0
1315	Jayden Murray	HOU	4	44	66.2	2	2		0	1	65	34	9	56	27	1.38	7.56	3.64	4.59	4.74	-0.1	-0.1	999.0
1316	Brendan White		0	35	45.1	3	3		0	0	46	24	5	34	17	1.39	6.75	3.38	4.77	4.53	-0.1	-0.3	999.0
1317	Luke Albright	ARI	10	20	63.2	3	4		0	0	64	34	8	53	37	1.59	7.49	5.23	4.80	5.03	-0.1	0.2	999.0
1318	Brandan Bidois	PIT	0	37	48.0	3	4		0	0	44	23	6	46	24	1.42	8.63	4.50	4.31	4.47	-0.1	0.1	999.0
1319	Kendall Graveman		1	37	35.1	2	2		0	0	35	17	4	32	18	1.50	8.16	4.59	4.33	4.49	-0.1	0.1	999.0
1320	Dalton Roach		3	33	55.2	2	4		0	0	59	31	9	41	19	1.40	6.62	3.07	5.01	4.95	-0.1	-0.3	999.0
1321	Kenny Serwa	DET	19	23	97.1	5	9		0	0	108	59	13	51	40	1.52	4.72	3.70	5.46	5.37	-0.1	-0.4	999.0
1322	Kevin Abel	CIN	21	22	94.1	4	7		0	0	101	63	17	73	49	1.59	6.97	4.68	6.01	5.65	-0.1	-0.5	999.0
1323	Julian Garcia	CIN	4	8	24.1	1	2		0	0	26	16	5	23	12	1.56	8.52	4.44	5.93	5.65	-0.1	-0.1	999.0
1324	Cionel Pérez	WSN	0	46	47.0	2	1		0	1	45	24	4	40	26	1.51	7.66	4.98	4.60	4.39	-0.1	-0.2	999.0
1325	Colin Poche		0	45	40.1	3	3		0	0	37	20	6	37	17	1.34	8.26	3.80	4.47	4.50	-0.1	-0.1	999.0
1326	Miguel Castro		0	34	31.1	2	3		0	0	31	17	4	28	14	1.44	8.05	4.03	4.89	4.54	-0.1	-0.2	999.0
1327	Tyson Miller	CHW	3	35	50.2	2	3		0	0	50	30	7	43	25	1.48	7.63	4.44	5.33	4.95	-0.1	-0.4	999.0
1328	Michael Kelly	ATH	0	40	41.0	3	3		3	11	39	19	5	34	18	1.39	7.46	3.95	4.17	4.53	-0.1	0.1	999.0
1329	Roman Angelo	ARI	23	23	109.1	5	7		0	0	112	60	15	85	55	1.53	7.00	4.53	4.94	5.18	-0.1	0.4	999.0
1330	Colby Martin	MIA	0	42	41.1	3	3		0	0	38	21	4	38	26	1.55	8.28	5.67	4.58	4.52	-0.1	-0.1	999.0
1331	Jordan Mikel		2	23	42.1	2	3		0	0	44	24	6	30	15	1.39	6.38	3.19	5.11	4.98	-0.1	-0.3	999.0
1332	Tejay Antone	CIN	2	13	20.1	1	1		0	1	22	13	3	15	10	1.58	6.65	4.43	5.76	5.35	-0.1	-0.2	999.0
1333	Elvin Rodríguez		8	26	63.0	3	3		0	0	70	35	11	45	20	1.43	6.43	2.86	5.00	5.02	-0.1	0.0	999.0
1334	Craig Kimbrel	NYM	0	50	45.0	3	4		0	1	38	22	6	53	25	1.40	10.60	5.00	4.40	4.38	-0.1	-0.1	999.0
1335	Miguel Cienfuegos	SDP	10	26	76.1	4	5		0	0	83	42	11	49	30	1.48	5.78	3.54	4.95	5.10	-0.1	-0.1	999.0
1336	Andrew Baker	PHI	0	40	48.0	2	3		0	0	46	26	6	46	26	1.50	8.63	4.88	4.88	4.59	-0.1	-0.2	999.0
1337	Luke Jackson		0	45	45.0	3	3		0	0	41	21	5	41	21	1.38	8.20	4.20	4.20	4.29	-0.1	-0.1	999.0
1338	Nelson L. Alvarez		0	31	39.0	3	3		0	0	38	21	5	35	18	1.44	8.08	4.15	4.85	4.62	-0.1	-0.2	999.0
1339	Buck Farmer		0	47	51.0	2	4		0	0	49	28	7	45	24	1.43	7.94	4.24	4.94	4.74	-0.1	-0.2	999.0
1340	John Stankiewicz	DET	2	37	52.1	4	5		0	0	56	28	7	38	22	1.49	6.54	3.79	4.82	4.74	-0.1	-0.1	999.0
1341	Brandyn Garcia	ARI	8	38	69.2	5	5		0	7	68	34	8	59	31	1.42	7.62	4.00	4.39	4.70	-0.1	0.4	999.0
1342	Scott Alexander	SFG	2	39	34.1	2	2		0	0	37	16	4	24	12	1.43	6.30	3.15	4.20	4.48	-0.1	0.1	999.0
1343	Jeff Brigham	CHC	1	29	33.1	3	3		0	0	28	17	5	38	17	1.35	10.27	4.59	4.59	4.52	-0.1	0.0	999.0
1344	Eric Reyzelman	NYY	0	37	43.0	2	1		0	0	38	22	6	44	23	1.42	9.21	4.81	4.60	4.65	-0.1	-0.2	999.0
1345	Dale Stanavich	MIA	1	41	51.0	3	3		0	0	48	25	6	48	27	1.47	8.47	4.76	4.41	4.61	-0.1	0.1	999.0
1346	Daysbel Hernández	ATL	0	44	44.1	3	4		0	1	38	22	5	47	26	1.44	9.55	5.28	4.47	4.44	-0.1	0.0	999.0
1347	Nate Ackenhausen	KCR	2	29	39.2	1	2		0	0	38	22	5	34	21	1.49	7.71	4.76	4.99	4.80	-0.1	-0.2	999.0
1348	Janser Lara	TEX	0	11	18.0	0	1		0	0	16	10	3	18	7	1.28	9.00	3.50	5.00	4.80	-0.1	-0.2	999.0
1349	Tom Cosgrove	HOU	0	44	48.2	3	2		0	1	42	25	6	46	24	1.36	8.50	4.44	4.62	4.63	-0.1	-0.2	999.0
1350	Sam McWilliams		3	22	37.0	2	3		0	0	33	19	5	38	21	1.46	9.24	5.11	4.62	4.86	-0.1	0.0	999.0
1351	Emmanuel Chapman	PIT	5	30	65.1	3	5		0	0	66	35	8	51	33	1.52	7.03	4.55	4.82	4.91	-0.1	0.0	999.0
1352	Yoniel Curet	PHI	20	21	77.1	4	7		0	0	75	48	13	70	39	1.47	8.15	4.54	5.59	5.49	-0.1	-0.2	999.0
1353	Tommy Kahnle		1	52	48.1	2	3		0	0	44	25	6	42	25	1.43	7.83	4.66	4.66	4.69	-0.1	-0.2	999.0
1354	Michael Flynn	SDP	1	27	30.2	1	2		0	0	29	17	4	28	14	1.40	8.21	4.10	4.98	4.86	-0.1	-0.2	999.0
1355	Miguel Díaz		1	46	51.1	3	3		0	0	50	25	6	42	22	1.40	7.37	3.86	4.39	4.42	-0.1	0.0	999.0
1356	Wyatt Mills	LAD	5	30	43.2	2	3		0	0	44	24	6	35	20	1.46	7.21	4.12	4.94	5.03	-0.1	0.0	999.0
1357	Riley Martin	CHC	1	41	57.0	4	4		0	0	49	28	7	60	33	1.44	9.47	5.21	4.42	4.52	-0.1	0.0	999.0
1358	Jacob Bosiokovic		0	28	33.2	2	3		0	0	32	18	4	31	17	1.45	8.28	4.54	4.81	4.62	-0.1	-0.2	999.0
1359	Caleb Bolden	BOS	8	21	56.1	3	4		0	0	59	32	8	42	27	1.53	6.71	4.32	5.12	5.25	-0.1	0.0	999.0
1360	Jeremy Wu-Yelland	BOS	0	22	37.2	2	1		0	0	35	20	5	39	18	1.41	9.31	4.30	4.77	4.62	-0.1	-0.2	999.0
1361	Evan Reifert	TBR	1	31	30.2	2	3		0	0	26	16	4	34	18	1.43	9.97	5.28	4.69	4.86	-0.1	-0.1	999.0
1362	Kade Strowd	ARI	0	47	54.2	3	3		3	12	52	26	7	51	24	1.39	8.39	3.95	4.28	4.41	-0.1	0.0	999.0
1363	Justin Bruihl	STL	0	48	50.2	3	3		0	10	49	24	6	45	19	1.34	7.99	3.37	4.26	4.38	-0.1	0.0	999.0
1364	Collin Baumgartner	COL	0	45	52.1	3	5		0	0	53	29	8	48	24	1.47	8.26	4.13	4.99	4.78	-0.1	0.0	999.0
1365	Jesse Bergin	MIA	0	37	43.2	3	3		0	0	43	21	6	38	18	1.40	7.83	3.71	4.32	4.55	-0.1	0.0	999.0
1366	Jack Little	DET	0	45	54.1	4	5		0	0	56	29	8	41	19	1.38	6.80	3.15	4.81	4.76	-0.1	-0.3	999.0
1367	Danny Watson	NYY	0	39	50.2	3	3		0	0	49	28	7	40	16	1.28	7.10	2.84	4.97	4.65	-0.1	-0.4	999.0
1368	Drew Parrish		13	26	81.2	4	6		0	0	90	53	15	54	33	1.51	5.95	3.64	5.84	5.52	-0.1	-0.4	999.0
1369	Tayler Saucedo	LAA	0	36	33.1	1	2		0	1	33	18	4	30	16	1.47	8.11	4.32	4.86	4.61	-0.1	-0.2	999.0
1370	Manuel Castro	SDP	1	40	52.2	4	4		0	0	49	27	8	54	25	1.40	9.22	4.27	4.61	4.60	-0.1	-0.2	999.0
1371	Ryan Miller	COL	0	35	48.1	2	3		0	0	53	27	7	35	18	1.47	6.52	3.35	5.03	4.81	-0.1	0.0	999.0
1372	Junior Fernández	ARI	0	37	43.1	4	3		0	0	42	19	5	41	21	1.45	8.52	4.36	3.95	4.41	-0.1	0.2	999.0
1373	Austin Adams		1	29	25.2	1	1		0	0	21	14	3	33	18	1.52	11.56	6.30	4.90	4.89	-0.1	-0.1	999.0
1374	Matt Krook	ATH	4	35	56.2	3	4		0	0	53	31	7	54	35	1.55	8.57	5.56	4.92	4.90	-0.1	-0.2	999.0
1375	Brett Wichrowski	MIL	21	21	88.1	3	5		0	0	91	53	14	62	39	1.47	6.32	3.98	5.40	5.42	-0.1	-0.2	999.0
1376	Keagan Gillies	BAL	0	37	43.2	2	3		0	0	44	23	6	36	18	1.42	7.41	3.71	4.74	4.58	-0.1	-0.3	999.0
1377	Devereaux Harrison	TOR	15	28	89.1	5	7		0	0	94	52	15	68	45	1.56	6.85	4.54	5.24	5.37	-0.1	-0.3	999.0
1378	Robby Ahlstrom	TEX	2	43	58.0	3	3		0	0	56	32	8	51	28	1.45	7.91	4.34	4.97	4.77	-0.1	-0.5	999.0
1379	Trevin Michael	DET	0	36	54.0	3	3		0	0	53	28	8	49	22	1.39	8.17	3.67	4.67	4.58	-0.1	-0.2	999.0
1380	Ronan Kopp	LAD	0	46	54.0	3	2		0	0	47	29	7	59	35	1.52	9.83	5.83	4.83	4.69	-0.1	-0.3	999.0
1381	Nate Peterson	CIN	9	26	67.1	4	7		0	0	76	44	12	48	31	1.59	6.42	4.15	5.88	5.45	-0.1	-0.5	999.0
1382	Alek Jacob	SDP	0	47	57.0	2	3		0	1	53	30	8	51	24	1.35	8.05	3.79	4.74	4.70	-0.1	-0.3	999.0
1383	Ray Gaither		3	32	38.0	1	2		0	0	38	20	5	30	19	1.50	7.11	4.50	4.74	4.92	-0.1	-0.1	999.0
1384	Tyler Matzek		0	24	23.0	1	0		0	0	23	12	3	20	12	1.52	7.83	4.70	4.70	4.79	-0.1	-0.1	999.0
1385	Colten Brewer		0	24	27.2	1	1		0	0	27	15	4	25	13	1.44	8.12	4.22	4.87	4.83	-0.1	-0.2	999.0
1386	Nolan Hoffman	PHI	2	42	56.1	3	4		0	1	55	31	8	54	25	1.42	8.63	4.00	4.96	4.72	-0.1	-0.3	999.0
1387	Kenyon Yovan	LAA	1	40	49.2	3	3		0	0	51	27	7	41	21	1.45	7.42	3.80	4.89	4.76	-0.1	-0.3	999.0
1388	Colin Peluse	PHI	5	36	61.2	3	3		0	0	67	36	11	43	18	1.38	6.27	2.63	5.25	5.03	-0.1	-0.3	999.0
1389	Juan Morillo	ARI	0	52	47.1	3	2		0	1	46	22	5	45	27	1.54	8.56	5.14	4.19	4.45	-0.1	0.1	999.0
1390	James Karinchak	ATL	0	43	41.1	3	2		0	1	34	20	6	48	24	1.40	10.46	5.23	4.36	4.52	-0.1	0.0	999.0
